	Event_Type	Count	Sample_sentence	Trigger	Start	End
808	Personnel:Elect	171	If so, should that affect the legitimacy of the election?	election	10	11
809	Personnel:Elect	171	Sunnis say Iraq poll illegitimate A leading group of Iraqi Sunni clerics have said the country's landmark election lacks legitimacy as so many Sunnis did not take part in the vote.	election	18	19
810	Personnel:Elect	171	Sunnis say Iraq poll illegitimate A leading group of Iraqi Sunni clerics have said the country's landmark election lacks legitimacy as so many Sunnis did not take part in the vote.	vote	31	32
811	Personnel:Elect	171	The clerics had encouraged Sunnis to boycott the elections because of the presence of US and foreign troops.	elections	8	9
812	Personnel:Elect	171	"The US and Iraqi authorities, as well as the United Nations, have hailed the election as a ""victory for democracy""."	election	16	17
813	Personnel:Elect	171	But the Association of Muslim Scholars says any government elected in the poll will not reflect the people's will.	elected	9	10
814	Personnel:Elect	171	"""These elections lack legitimacy because a large segment of different sects, parties and currents with their influence in Iraq boycotted,"" the association said in a statement."	elections	2	3
815	Personnel:Elect	171	I guess ltlee is an expert on the legitimacy of an election, as the Chinese have so much experience running elections.	election	11	12
816	Personnel:Elect	171	I guess ltlee is an expert on the legitimacy of an election, as the Chinese have so much experience running elections.	elections	21	22
817	Personnel:Elect	171	Sunni say the poll is now illegitimate because they chose not to vote.	poll	3	4
818	Personnel:Elect	171	If the Sunni's were prevented, or restricted or otherwise not allowed to vote, then they could claim illegitimacy, but since the simply just collectively decided not to vote, then they declared the vote legitimate of their own volition whilest simultaneously ceding power to all non-Sunnis.	vote	37	38
819	Personnel:Elect	171	You are talking about physically restricted to vote at election day.	election	9	10
820	Personnel:Elect	171	Were they consulted on setting the date of election and how to distribute seats from the votes gain?	election	8	9
821	Personnel:Elect	171	In addition, they are restricted from moving freely in their own country and/or their own city, would that not restricted their election related activities?	election	23	24
822	Personnel:Elect	171	The Sunni's now claim that the vote is not legitimate because they didn't vote.	vote	7	8
823	Personnel:Elect	171	The Sunni's now claim that the vote is not legitimate because they didn't vote.	vote	7	8
824	Personnel:Elect	171	It's not their right to decide the legitimacy of the vote.	vote	11	12
825	Personnel:Elect	171	"If anyone has a right to call the elections ""illegitimate"" it would be the shi'ites."	elections	8	9
826	Personnel:Elect	171	"I actually can't recall it ever taking 2 weeks to ""count"" these many ballots, generally elections are called within 24 hours."	elections	19	20
827	Personnel:Elect	171	What is strange is everyone knows who won, Sistani won.	won	7	8
828	Personnel:Elect	171	What is strange is everyone knows who won, Sistani won.	won	10	11
829	Personnel:Elect	171	His party, the major winner, could not field canidates until just before the election, but it was his face on all the poster and his part wipped up the heavily funded US supported government.	election	15	16
830	Personnel:Elect	171	Sistani will run Iraq, or the election will be ignored.	election	7	8
831	Personnel:Elect	171	The problem with Sistani running Iraq is he refuses to talk to the Ameircans, and as the real power broker what ever figure heads take the PM and other posts will speak with as little authority as their counter parts in Iran.	take	25	26
832	Personnel:Elect	171	The other option, and what the US seems to be trying, is to somehow fudge the election so Sistani does not win, that raise doubts about the outcome, claiming fraud, do anything so that the election causes to results.	win	23	24
833	Personnel:Elect	171	The other option, and what the US seems to be trying, is to somehow fudge the election so Sistani does not win, that raise doubts about the outcome, claiming fraud, do anything so that the election causes to results.	election	18	19
834	Personnel:Elect	171	The other option, and what the US seems to be trying, is to somehow fudge the election so Sistani does not win, that raise doubts about the outcome, claiming fraud, do anything so that the election causes to results.	election	40	41
835	Personnel:Elect	171	Given the American attention span is about 10 minuts the creation of a dictatorship of US puppets against the election would be ignored in the US.	election	19	20
836	Personnel:Elect	171	Sistani has the popular support and the claim of the election which the Ameircans bungled baddly and allowed him to take over.	election	10	11
837	Personnel:Elect	171	Sistani has the popular support and the claim of the election which the Ameircans bungled baddly and allowed him to take over.	which	11	12
838	Personnel:Elect	171	Hell when the worst possible event in the election was happening, Sistani was flooding the polls with his supporters Bush was crowing.	election	8	9
839	Personnel:Elect	171	It is pretty bizarre, considering how long they had to organize elections.	elections	12	13
840	Personnel:Elect	171	Lincoln won a plurality with about 40% of the vote.	won	1	2
841	Personnel:Elect	171	I believe Douglas would have won.	won	5	6
842	Personnel:Elect	171	See for a confirmation of the electoral arithmetic: the states where Lincoln got an abolute majority of the popular vote (i.e., all the free states except Oregon, California, and New Jersey) were sufficient to bring him a majority in the Electoral College.	electoral	6	7
843	Personnel:Elect	171	"The reason that Lincoln could get an electoral majority with only forty percent of the popular vote was not that his opposition was divided but that he had far fewer ""wasted"" votes than his opponents--in ten southern states he got no popular votes at all."	electoral	7	8
844	Personnel:Elect	171	Whether it was Lincoln vs. Douglas or Lincoln vs. Fusion Candidate, wouldn't a candidate having won the Electoral College vote with only 40% of the popular vote have provoked protests anyhow?	won	17	18
845	Personnel:Elect	171	His warning comes as gun crime incidents are averaging about 29 a day in England and Wales, more than twice the level of when the Labour Government came to power in 1997 .	came to power	28	31
